rainfall,temperature,humidity,wind_speed,pressure,river_level,elevation,flood
74.90802376947249,23.702658576772393,55.70234102415436,53.81623953671184,1010.0198557399258,2.6649953615259316,65.52918149962656,0
190.14286128198324,30.838018947567164,54.81872794431999,63.734511775309784,1018.1901315254995,3.103896126562618,18.89386348630629,1
146.398788362281,37.45891671752817,94.3752748312622,20.03743190339992,1016.6056325426556,5.200010662611992,87.49466720877186,1
119.73169683940732,34.644497728191226,54.972771990970365,49.98992796855991,995.386496664282,2.370024123329407,62.08539142878567,0
31.203728088487303,36.131222957229,56.316983567717855,45.739678651499894,995.2237314409516,5.283073266466943,17.405980588581517,0
31.19890406724053,33.175667334214346,85.56389574507782,66.62643014306168,999.386102871072,0.9847393703718033,96.30912963315826,0
11.616722433639893,33.84553129035705,66.9843905470324,72.48696483850084,1002.6376154219363,4.772391404647469,52.79981540686142,0
173.23522915498702,36.983913031306386,86.60263341731087,0.9725417181909446,1004.2959453492969,5.16151198180105,9.14404828342219,1
120.22300234864176,24.993360177183717,43.92196945386311,53.92159352470341,1013.7894025891671,1.4999970906053632,63.429624632676585,0
141.6145155592091,29.788499272862808,69.25427162040306,4.146863929578322,991.9838151258042,2.8669059280471023,26.813492887255403,1
4.116898859160489,24.424188836392045,42.016816010996955,43.908693206188474,991.2135446479123,1.410248760650106,80.76195828397564,0
193.98197043239887,39.75336015993294,43.75919220732127,23.010618323494256,1003.7168697030368,4.386322709468198,82.14656320948669,1
166.48852816008434,38.88118679373227,94.38624720066466,24.542127961771296,1014.4007292248293,3.444412724339112,97.93684087375686,1
42.46782213565523,20.788536227370116,48.354722267055706,28.236680276188526,996.7702370034768,3.9942784068957655,51.18321404040137,0
36.364993441420125,34.11150345031377,71.94524093651303,49.70339592396881,1012.4526568439688,1.5806783182591613,46.58577421331824,0
36.68090197068676,38.50496634831332,64.66573615604239,26.723997253501537,999.0939848279105,1.6646022412883075,75.8406093337551,0
60.84844859190754,23.611506902546672,60.84059957553056,58.615924047222435,1021.013013808473,0.7282352903044851,14.982124321508802,0
104.95128632644757,31.358904611052587,93.99000074123634,32.36219084590957,1021.3491480493316,2.2713714435765135,55.597720351726174,0
86.38900372842315,38.30976595176084,41.30940380652937,5.468256024796689,1000.4050521498464,3.578595637335212,55.53226481282339,0
58.245828039608384,20.678919571715976,79.82738117053535,62.70078739872858,998.0497813887134,5.218642026985308,10.768366035417948,1
122.3705789444759,33.9484053449368,97.80366605281303,22.86066596741648,1004.395639022318,4.168100961022744,42.96244037967753,1
27.898772130408368,25.946980147451015,73.61009100771051,34.62135036794101,998.4186054813052,2.8946797786986327,85.62191025958579,0
58.42892970704363,38.48792390753061,96.20934772198551,54.835510657752124,1013.5334345152096,5.742160629167758,85.9030549554767,0
73.27236865873834,39.42116490330736,43.13547275716142,26.59649257189696,1018.91226395919,4.455848603167075,11.725291162128737,1
91.21399684340719,38.88532978226868,65.12759914444968,4.52685249173725,1013.5582245818925,5.615908615744025,10.890646509287423,1
157.03519227860272,29.484284333149276,55.60946745772307,29.913683761025087,1018.8522656537273,3.401733852996911,27.74415674618966,1
39.93475643167195,37.24085301978627,83.84925789884379,75.55588661554427,1003.8947256772616,1.9239735113622678,87.72707413029136,0
102.84688768272233,36.8909879707014,98.8778254298348,51.33875178388465,995.4710939748102,0.7905467750059709,14.632453337202897,0
118.4829137724085,26.382009464865114,55.39180374665487,53.71833189337656,1015.8282831589157,4.493466683161177,72.55968665748973,1
9.290082543999546,36.57830948301355,79.25047608844446,50.58257229101119,1002.6166076799544,1.1671664890304376,11.914230722084115,0
121.50897038028768,20.740152694309852,51.88585796558441,15.919371116754943,1013.4944788830196,2.1652632054958194,63.067509667286885,1
34.10482473745831,31.92539756964106,73.9198152742966,33.46670912818241,999.4725379693618,3.4285899933614354,36.89459531367619,0
13.010318597055903,24.600176745754062,67.83594920130017,60.07518386906546,992.8430372182336,3.6042912327886123,79.31356837065496,0
189.77710745066665,22.411337715545578,98.32031977789222,8.109831804252732,1024.7403628420718,3.803207583429248,24.901663984885634,1
193.12640661491187,21.539064032584182,76.51163636178799,22.22822208717698,995.467052777571,1.4144043169233536,64.64177928021607,1
161.67946962329222,33.9257755175628,60.97038232520913,22.10552867726829,1024.5947347887218,2.588555726519068,25.096888388436724,1
60.92275383467414,26.797499275361325,46.845747093276,34.56151420756048,1024.2047976398258,3.8945682491433167,71.93870774499108,0
19.534422801276776,34.49533543057523,49.07480972409607,78.42949927537481,1017.7836336367814,5.834003755485816,87.62044738695337,0
136.84660530243139,21.307126815978847,53.519015797074104,5.400203734705755,1013.07980367287,4.501971257348288,14.426576314422483,1
88.03049874792026,26.305806756612206,55.05799968041788,41.496079550447604,1010.2232467587879,5.574320664016768,86.92637748235934,1
